"Address","MahMorajeh","ShoghlSarparast","NoeKhn","Takmil","TakmilDescA","TakmilDescB","TakmilDescC","Jaygozin","JaygozinDescA","JaygozinDescB","JaygozinDescC","BlkAbdJaygozin","RadifJaygozin","fStat","fEnt","fvfy","user1","user2","user3","user4"
2080065013,"02","دبير راهنمايي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1020,0,"user5",NA,"user5",NA
2080065008,"02","باغدار",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,863,0,"user5",NA,"user5",NA
2080065011,"02","کارگر ساختماني",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,705,0,"user5",NA,"user5",NA
2080065018,"02","مسئول شبکه آب باب تنگل و شهرک طالقاني",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,823,0,"user5",NA,"user5",NA
2080065005,"02","کارگر حوضچه هاي رسوبي زغالشويي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,650,0,"user5",NA,"user5",NA
2080085282,"04","کارگر در باغات",1,2,NA,1,NA,1,NA,NA,NA,"000038","281",5,638,0,"user5",NA,"user5",NA
2080085277,"04","کارگر پاره وقت نانوايي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,504,0,"user5",NA,"user5",NA
2080085273,"04","داراي درامد بدون کار",1,2,NA,1,NA,1,NA,NA,NA,"000038","272",5,575,0,"user5",NA,"user5",NA
2080085269,"04","کارگر زمين هاي کشاورزي",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,650,0,"user5",NA,"user5",NA
2080085279,"04","کارگر باغات ميوه",1,2,NA,7,"50",1,NA,NA,NA,"000038","278",5,684,0,"user5",NA,"user5",NA
2080105010,"03","داراي درامد بدون کار",1,2,NA,7,"50",1,NA,NA,NA,"116585","012",5,357,0,"user5",NA,"user5",NA
